temp;heat_load[kW];electrical_load[kW];PV[W/Wp]
21,4;0;0,250035509;0,22
21,6;0,598121651;0,189138609;0,14
23,5;0,598121651;1,121935838;0,23
23,4;0;0,641924975;0,31
23,2;0;0,37182931;0,27
23,5;0,299060826;0,296603727;0,23
23,7;0,598121651;0,669865906;0,17
22,5;1,196243303;0,438457684;0,06
22,2;0;0,552370709;0,01
21,1;0;0,466398614;0
20,5;0,299060826;0,432009777;0
18,8;0;0,191287911;0
18,1;0;0,275827138;0
18,3;0;0,240721866;0
18,3;0;0,272244967;0
18,3;0;0,260782021;0
18,5;0;0,270812099;0
18,6;0;0,369680008;0,02
19,1;0,299060826;0,6046704;0,06
19,7;0;0,684194588;0,1
20,6;1,794364954;0,260782021;0,13
22;0,897182477;0,153316902;0,19
23,5;0;0,125375972;0,31
22,4;0;0,13898822;0,36
23,2;0;0,250035509;0,45
20;0,598121651;0,189138609;0,67
18,8;0,598121651;1,121935838;0,78
20,4;0;0,641924975;0,7
20,6;0;0,37182931;0,55
19,7;0,299060826;0,296603727;0,39
16,2;0,598121651;0,669865906;0,27
15,9;1,196243303;0,438457684;0,15
16,5;0;0,552370709;0,04
15,2;0;0,466398614;0
14,5;0,299060826;0,432009777;0
14;0;0,191287911;0
12,4;0;0,275827138;0
12,5;0;0,240721866;0
12,2;0;0,272244967;0
12,3;0;0,260782021;0
12;0;0,270812099;0
13,4;0;0,369680008;0,03
14,4;0,299060826;0,6046704;0,14
16,5;0;0,684194588;0,31
17,1;1,794364954;0,260782021;0,49
17,8;0,897182477;0,153316902;0,64
18,9;0;0,125375972;0,77
19,7;0;0,13898822;0,86
20,1;0;0,250035509;0,9
20,1;0,598121651;0,189138609;0,9
20,6;0,598121651;1,121935838;0,84
20,6;0;0,641924975;0,72
20,1;0;0,37182931;0,57
19,6;0,299060826;0,296603727;0,37
17,9;0,598121651;0,669865906;0,18
16,6;1,196243303;0,438457684;0,07
16,6;0;0,552370709;0,01
16,5;0;0,466398614;0
16,1;0,299060826;0,432009777;0
16,3;0;0,191287911;0
16,8;0;0,583889143;0
16,8;0;0,187421206;0
17,2;0;0,211449566;0
17,3;0;0,212250511;0
16,9;0;0,165795682;0
15,7;0;0,219459019;0,04
16;0;0,202639167;0,15
16;0,257447406;0,704831887;0,3
16;2,574474058;0,790533037;0,46
16,1;0,128723703;0,20904673;0,62
17;0;0,347610271;0,75
14,9;0;0,904267273;0,85
17,6;2,445750355;0,429306695;0,9
17,7;0,772342217;0,422098187;0,9
18;0;1,100498878;0,86
19,4;0;0,535832423;0,75
14,4;0;0,408482116;0,53
16,1;3,99043479;0,142568268;0,32
17,2;0,386171109;0,436515203;0,24
16,3;0,90106592;0,63915437;0,15
15,8;0;0,504595555;0,05
15,3;0;0,494984211;0,01
15;0;0,241084543;0
14,1;0;0,18501837;0
13,8;1,709463504;0,294162721;0
14,2;1,994374088;0,273886734;0
14,4;2,13682938;0,263051419;0
14,4;2,279284672;0,26326598;0
14,1;2,421739964;0,265518867;0
14;8,705531328;0,634026871;0,03
14,2;2,84910584;0,313687744;0,13
13,9;2,760455816;0,262515017;0,25
14,1;2,114666874;0,289335105;0,35
14,4;2,377414952;0,811683131;0,47
14,7;2,73829331;0,872940211;0,62
16,9;2,355252446;0,388140308;0,61
16,6;4,511042337;0,625229882;0,46
15,8;3,067528906;0,471818981;0,31
14,1;1,950049076;0,259189326;0,2
15,2;2,114666874;0,368615284;0,28
16;1,994374088;0,199434171;0,35
16,6;1,709463504;0,270882885;0,27
15,3;2,826943334;0,438991194;0,16
14,6;2,257122166;0,639283608;0,08
14,1;2,564195256;0,840863386;0,03
14;1,851918796;0,869292679;0
13,4;4,381269296;1,368146308;0
12,5;0,142455292;0,20512003;0
12,4;1,709463504;0,294162721;0
11;1,994374088;0,273886734;0
10,6;2,13682938;0,263051419;0
10,3;2,279284672;0,26326598;0
10,3;2,421739964;0,265518867;0
12,2;8,705531328;0,634026871;0,02
14,2;2,84910584;0,313687744;0,04
15,4;2,760455816;0,262515017;0,05
15,3;2,114666874;0,289335105;0,12
15;2,377414952;0,811683131;0,27
13,5;2,73829331;0,872940211;0,43
13,7;2,355252446;0,388140308;0,53
14,3;4,511042337;0,625229882;0,45
15,3;3,067528906;0,471818981;0,35
15,5;1,950049076;0,259189326;0,48
15,6;2,114666874;0,368615284;0,5
16;1,994374088;0,199434171;0,3
16,3;1,709463504;0,270882885;0,26
16,6;2,826943334;0,438991194;0,24
16,8;2,257122166;0,639283608;0,14
16,9;2,564195256;0,840863386;0,05
17;1,851918796;0,869292679;0,01
17,2;4,381269296;1,368146308;0
17,3;0,142455292;0,20512003;0
17,4;0;0,275827138;0
17,4;0;0,240721866;0
17,2;0;0,272244967;0
16,9;0;0,260782021;0
16,7;0;0,270812099;0
16,1;0;0,369680008;0,02
16,1;0,299060826;0,6046704;0,1
15,9;0;0,684194588;0,19
16;1,794364954;0,260782021;0,25
16,4;0,897182477;0,153316902;0,27
16,6;0;0,125375972;0,31
16,7;0;0,13898822;0,42
18,5;0;0,250035509;0,4
19,8;0,598121651;0,189138609;0,35
20,4;0,598121651;1,121935838;0,37
20,8;0;0,641924975;0,46
21,4;0;0,37182931;0,48
20,9;0,299060826;0,296603727;0,38
21,1;0,598121651;0,669865906;0,28
20,4;1,196243303;0,438457684;0,15
19,3;0;0,552370709;0,05
18,3;0;0,466398614;0
17,4;0,299060826;0,432009777;0
16,3;0;0,191287911;0
16,1;0;0,275827138;0
15,8;0;0,240721866;0
16,3;0;0,272244967;0
17;0;0,260782021;0
17;0;0,270812099;0
17,7;0;0,369680008;0,01
18,6;0,299060826;0,6046704;0,07
19,9;0;0,684194588;0,2
20,6;1,794364954;0,260782021;0,33
20,2;0,897182477;0,153316902;0,48
20,6;0;0,125375972;0,6
21;0;0,13898822;0,63
21,9;0;0,250035509;0,59
22;0,598121651;0,189138609;0,52
22,3;0,598121651;1,121935838;0,52
23,1;0;0,641924975;0,51
23,5;0;0,37182931;0,42
23,5;0,299060826;0,296603727;0,35
23,1;0,598121651;0,669865906;0,26
21,2;1,196243303;0,438457684;0,11
17,4;0;0,552370709;0,02
17,2;0;0,466398614;0
17,7;0,299060826;0,432009777;0
17,1;0;0,191287911;0
17,3;0;0,275827138;0
17,9;0;0,240721866;0
16,8;0;0,272244967;0
16,1;0;0,260782021;0
15,9;0;0,270812099;0
15,8;0;0,369680008;0
16,6;0,299060826;0,6046704;0,02
17;0;0,684194588;0,05
17,3;1,794364954;0,260782021;0,19
16,7;0,897182477;0,153316902;0,39
17,2;0;0,125375972;0,55
18,7;0;0,13898822;0,62
19,4;0;0,250035509;0,65
19,1;0,598121651;0,189138609;0,68
18,9;0,598121651;1,121935838;0,67
20,7;0;0,641924975;0,63
19,9;0;0,37182931;0,6
19,2;0,299060826;0,296603727;0,5
18,7;0,598121651;0,669865906;0,32
19,6;1,196243303;0,438457684;0,16
18,3;0;0,552370709;0,05
16,8;0;0,466398614;0,01
16;0,299060826;0,432009777;0
15,5;0;0,191287911;0
16,1;0;0,275827138;0
15,5;0;0,240721866;0
15,2;0;0,272244967;0
14,7;0;0,260782021;0
15,2;0;0,270812099;0
15,4;0;0,369680008;0,04
15,6;0,299060826;0,6046704;0,15
16,6;0;0,684194588;0,32
17,4;1,794364954;0,260782021;0,49
18;0,897182477;0,153316902;0,63
18,8;0;0,125375972;0,76
19,8;0;0,13898822;0,82
19,5;0;0,250035509;0,81
21,3;0,598121651;0,189138609;0,8
21;0,598121651;1,121935838;0,75
21,2;0;0,641924975;0,67
20,8;0;0,37182931;0,58
21,2;0,299060826;0,296603727;0,48
20,2;0,598121651;0,669865906;0,35
19,2;1,196243303;0,438457684;0,19
17,7;0;0,552370709;0,07
16,6;0;0,466398614;0,01
16,6;0,299060826;0,432009777;0
16,4;0;0,191287911;0
16,1;0;0,583889143;0
14,9;0;0,187421206;0
14,8;0;0,211449566;0
14,8;0;0,212250511;0
14,5;0;0,165795682;0
15,5;0;0,219459019;0,04
16,5;0;0,202639167;0,16
17,4;0,257447406;0,704831887;0,31
17,9;2,574474058;0,790533037;0,47
18,6;0,128723703;0,20904673;0,63
18,8;0;0,347610271;0,77
18,5;0;0,904267273;0,86
17,6;2,445750355;0,429306695;0,9
16,3;0,772342217;0,422098187;0,86
15,5;0;1,100498878;0,76
15,2;0;0,535832423;0,49
15,5;0;0,408482116;0,36
15,3;3,99043479;0,142568268;0,42
15,6;0,386171109;0,436515203;0,31
15,7;0,90106592;0,63915437;0,18
14,8;0;0,504595555;0,06
15,2;0;0,494984211;0,01
13,8;0;0,241084543;0
12,8;0;0,18501837;0
13,3;0;0,275827138;0
13,4;0;0,240721866;0
13,5;0;0,272244967;0
13,6;0;0,260782021;0
13,9;0;0,270812099;0
14,5;0;0,369680008;0,04
14,7;0,299060826;0,6046704;0,14
15,2;0;0,684194588;0,29
15,9;1,794364954;0,260782021;0,46
15,9;0,897182477;0,153316902;0,63
16;0;0,125375972;0,76
16,7;0;0,13898822;0,85
17,7;0;0,250035509;0,9
17,5;0,598121651;0,189138609;0,9
17,3;0,598121651;1,121935838;0,86
17,9;0;0,641924975;0,78
18;0;0,37182931;0,65
18,4;0,299060826;0,296603727;0,5
18,2;0,598121651;0,669865906;0,33
17,2;1,196243303;0,438457684;0,18
15,7;0;0,552370709;0,06
14,2;0;0,466398614;0,01
14,3;0,299060826;0,432009777;0
14,1;0;0,191287911;0
12,4;0;0,275827138;0
11,6;0;0,240721866;0
10,6;0;0,272244967;0
10,3;0;0,260782021;0
10,6;0;0,270812099;0
11,6;0;0,369680008;0,04
13,8;0,299060826;0,6046704;0,11
15,6;0;0,684194588;0,12
16,7;1,794364954;0,260782021;0,17
17,4;0,897182477;0,153316902;0,35
17,8;0;0,125375972;0,57
19,7;0;0,13898822;0,63
20,1;0;0,250035509;0,45
20,3;0,598121651;0,189138609;0,31
21,3;0,598121651;1,121935838;0,41
22,1;0;0,641924975;0,51
22,4;0;0,37182931;0,45
22,7;0,299060826;0,296603727;0,29
22,8;0,598121651;0,669865906;0,19
22,2;1,196243303;0,438457684;0,14
19,4;0;0,552370709;0,06
18,1;0;0,466398614;0,01
18,2;0,299060826;0,432009777;0
17,7;0;0,191287911;0
18,4;0;0,275827138;0
19,7;0;0,240721866;0
18,6;0;0,272244967;0
19,6;0;0,260782021;0
19,9;0;0,270812099;0
19,8;0;0,369680008;0,05
20,2;0,299060826;0,6046704;0,18
20,3;0;0,684194588;0,36
19,5;1,794364954;0,260782021;0,5
18,9;0,897182477;0,153316902;0,58
19,2;0;0,125375972;0,64
19,1;0;0,13898822;0,68
20,2;0;0,250035509;0,53
21,1;0,598121651;0,189138609;0,4
22,2;0,598121651;1,121935838;0,38
21,5;0;0,641924975;0,27
21,7;0;0,37182931;0,24
22,8;0,299060826;0,296603727;0,19
22;0,598121651;0,669865906;0,12
21,9;1,196243303;0,438457684;0,09
20,9;0;0,552370709;0,03
20,2;0;0,466398614;0
19,8;0,299060826;0,432009777;0
19,7;0;0,191287911;0
18,9;0;0,275827138;0
19,4;0;0,240721866;0
18,6;0;0,272244967;0
18,1;0;0,260782021;0
19,1;0;0,270812099;0
19,2;0;0,369680008;0,03
19,6;0,299060826;0,6046704;0,1
21,1;0;0,684194588;0,17
22,6;1,794364954;0,260782021;0,3
24,1;0,897182477;0,153316902;0,46
25,6;0;0,125375972;0,58
25,7;0;0,13898822;0,69
26,9;0;0,250035509;0,73
28;0,598121651;0,189138609;0,66
28,9;0,598121651;1,121935838;0,54
28,6;0;0,641924975;0,39
28,2;0;0,37182931;0,28
28,4;0,299060826;0,296603727;0,25
28,1;0,598121651;0,669865906;0,2
27,2;1,196243303;0,438457684;0,12
25,3;0;0,552370709;0,04
24,7;0;0,466398614;0
24,1;0,299060826;0,432009777;0
23,2;0;0,191287911;0
21,8;0;0,275827138;0
21,2;0;0,240721866;0
20,2;0;0,272244967;0
20,5;0;0,260782021;0
20,3;0;0,270812099;0
20,3;0;0,369680008;0,01
21,6;0,299060826;0,6046704;0,04
23;0;0,684194588;0,16
23,6;1,794364954;0,260782021;0,39
24,5;0,897182477;0,153316902;0,55
25,7;0;0,125375972;0,68
25,6;0;0,13898822;0,62
23,4;0;0,250035509;0,31
19,8;0,598121651;0,189138609;0,15
21,2;0,598121651;1,121935838;0,11
21,7;0;0,641924975;0,13
21,7;0;0,37182931;0,17
20,6;0,299060826;0,296603727;0,11
21,5;0,598121651;0,669865906;0,06
20,8;1,196243303;0,438457684;0,05
19,9;0;0,552370709;0,02
18,5;0;0,466398614;0
18;0,299060826;0,432009777;0
17;0;0,191287911;0
16,9;0;0,275827138;0
16,8;0;0,240721866;0
15,5;0;0,272244967;0
16,3;0;0,260782021;0
17,3;0;0,270812099;0
18,3;0;0,369680008;0
19,3;0,299060826;0,6046704;0,05
21;0;0,684194588;0,2
22;1,794364954;0,260782021;0,41
23,1;0,897182477;0,153316902;0,54
22,9;0;0,125375972;0,62
23,5;0;0,13898822;0,63
23,6;0;0,250035509;0,55
23,2;0,598121651;0,189138609;0,49
23,2;0,598121651;1,121935838;0,55
22,8;0;0,641924975;0,59
23,4;0;0,37182931;0,55
24;0,299060826;0,296603727;0,45
24,3;0,598121651;0,669865906;0,33
23,3;1,196243303;0,438457684;0,18
22,2;0;0,552370709;0,06
22;0;0,466398614;0,01
22;0,299060826;0,432009777;0
21,2;0;0,191287911;0
20,4;0;0,583889143;0
19;0;0,187421206;0
18,9;0;0,211449566;0
17,4;0;0,212250511;0
17,3;0;0,165795682;0
17,7;0;0,219459019;0,03
18;0;0,202639167;0,14
19;0,257447406;0,704831887;0,25
18,7;2,574474058;0,790533037;0,4
18,6;0,128723703;0,20904673;0,59
18,5;0;0,347610271;0,7
18,5;0;0,904267273;0,68
17,7;2,445750355;0,429306695;0,57
18;0,772342217;0,422098187;0,51
20,2;0;1,100498878;0,43
21;0;0,535832423;0,31
20,6;0;0,408482116;0,24
20,6;3,99043479;0,142568268;0,19
20,7;0,386171109;0,436515203;0,16
19,8;0,90106592;0,63915437;0,12
17,7;0;0,504595555;0,05
16,4;0;0,494984211;0,01
15,3;0;0,241084543;0
14,2;0;0,18501837;0
12,7;0;0,275827138;0
12,3;0;0,240721866;0
12,2;0;0,272244967;0
11,9;0;0,260782021;0
11,8;0;0,270812099;0
12,8;0;0,369680008;0,04
15,3;0,299060826;0,6046704;0,15
16,7;0;0,684194588;0,31
17,5;1,794364954;0,260782021;0,48
17,4;0,897182477;0,153316902;0,64
18,7;0;0,125375972;0,77
18,8;0;0,13898822;0,86
19;0;0,250035509;0,91
18,6;0,598121651;0,189138609;0,89
18,7;0,598121651;1,121935838;0,79
19,6;0;0,641924975;0,69
20,4;0;0,37182931;0,6
19,9;0,299060826;0,296603727;0,5
20,3;0,598121651;0,669865906;0,35
20,1;1,196243303;0,438457684;0,19
18;0;0,552370709;0,06
16,3;0;0,466398614;0,01
16,3;0,299060826;0,432009777;0
15,1;0;0,191287911;0
15,1;0;0,275827138;0
15,8;0;0,240721866;0
14,8;0;0,272244967;0
15,2;0;0,260782021;0
15,1;0;0,270812099;0
16,5;0;0,369680008;0,04
17,6;0,299060826;0,6046704;0,15
18,5;0;0,684194588;0,31
20,3;1,794364954;0,260782021;0,47
21,4;0,897182477;0,153316902;0,63
22,4;0;0,125375972;0,76
23,1;0;0,13898822;0,85
23,4;0;0,250035509;0,91
24,1;0,598121651;0,189138609;0,92
24,9;0,598121651;1,121935838;0,87
25,4;0;0,641924975;0,78
25,1;0;0,37182931;0,66
25,2;0,299060826;0,296603727;0,51
24,9;0,598121651;0,669865906;0,35
24,6;1,196243303;0,438457684;0,19
23;0;0,552370709;0,06
22;0;0,466398614;0,01
21,8;0,299060826;0,432009777;0
21,2;0;0,191287911;0
21;0;0,275827138;0
19,8;0;0,240721866;0
19;0;0,272244967;0
17,9;0;0,260782021;0
16,7;0;0,270812099;0
18,5;0;0,369680008;0,03
20,2;0,299060826;0,6046704;0,14
21,5;0;0,684194588;0,3
22,9;1,794364954;0,260782021;0,46
24,6;0,897182477;0,153316902;0,62
25,3;0;0,125375972;0,75
24,9;0;0,13898822;0,84
25,9;0;0,250035509;0,89
26,7;0,598121651;0,189138609;0,9
26,6;0,598121651;1,121935838;0,86
26,8;0;0,641924975;0,76
26,9;0;0,37182931;0,63
27,1;0,299060826;0,296603727;0,47
26,4;0,598121651;0,669865906;0,31
25,8;1,196243303;0,438457684;0,16
24,3;0;0,552370709;0,05
23,1;0;0,466398614;0,01
23;0,299060826;0,432009777;0
21,9;0;0,191287911;0
21,6;0;0,275827138;0
20,9;0;0,240721866;0
20,1;0;0,272244967;0
19,9;0;0,260782021;0
20,5;0;0,270812099;0
20,9;0;0,369680008;0,02
21;0,299060826;0,6046704;0,08
23,1;0;0,684194588;0,16
24,9;1,794364954;0,260782021;0,26
26,1;0,897182477;0,153316902;0,35
27,5;0;0,125375972;0,46
26,9;0;0,13898822;0,64
23,7;0;0,250035509;0,82
23,8;0,598121651;0,189138609;0,85
25,4;0,598121651;1,121935838;0,8
24,7;0;0,641924975;0,68
24,8;0;0,37182931;0,5
25;0,299060826;0,296603727;0,4
24,8;0,598121651;0,669865906;0,27
24,3;1,196243303;0,438457684;0,1
23,2;0;0,552370709;0,02
23,4;0;0,466398614;0
22,8;0,299060826;0,432009777;0
21,9;0;0,191287911;0
21,7;0;0,275827138;0
20,9;0;0,240721866;0
20,4;0;0,272244967;0
20,7;0;0,260782021;0
20,1;0;0,270812099;0
20,2;0;0,369680008;0,02
20,8;0,299060826;0,6046704;0,07
21,4;0;0,684194588;0,21
22,4;1,794364954;0,260782021;0,38
21,2;0,897182477;0,153316902;0,43
20,8;0;0,125375972;0,44
20,3;0;0,13898822;0,5
20,2;0;0,250035509;0,55
23,2;0,598121651;0,189138609;0,42
24,5;0,598121651;1,121935838;0,26
24,5;0;0,641924975;0,29
24,8;0;0,37182931;0,34
24,8;0,299060826;0,296603727;0,23
24,7;0,598121651;0,669865906;0,1
23;1,196243303;0,438457684;0,06
22,4;0;0,552370709;0,01
21,2;0;0,466398614;0
20,2;0,299060826;0,432009777;0
19,3;0;0,191287911;0
18,1;0;0,275827138;0
18,2;0;0,240721866;0
16,4;0;0,272244967;0
16,4;0;0,260782021;0
15,9;0;0,270812099;0
17,9;0;0,369680008;0,01
19,2;0,299060826;0,6046704;0,03
19,9;0;0,684194588;0,06
19,9;1,794364954;0,260782021;0,11
21,6;0,897182477;0,153316902;0,16
23;0;0,125375972;0,16
22,1;0;0,13898822;0,16
22,5;0;0,250035509;0,17
21,4;0,598121651;0,189138609;0,14
23,7;0,598121651;1,121935838;0,09
23,9;0;0,641924975;0,08
24,5;0;0,37182931;0,09
25,8;0,299060826;0,296603727;0,09
24,7;0,598121651;0,669865906;0,08
24,1;1,196243303;0,438457684;0,05
21,9;0;0,552370709;0,01
20,7;0;0,466398614;0
20;0,299060826;0,432009777;0
19,4;0;0,191287911;0
19,9;0;0,583889143;0
19,5;0;0,187421206;0
18;0;0,211449566;0
18,2;0;0,212250511;0
18,8;0;0,165795682;0
19;0;0,219459019;0,01
17,5;0;0,202639167;0,1
17,2;0,257447406;0,704831887;0,27
17,6;2,574474058;0,790533037;0,42
17,4;0,128723703;0,20904673;0,44
17;0;0,347610271;0,44
19,6;0;0,904267273;0,55
18,5;2,445750355;0,429306695;0,56
19,2;0,772342217;0,422098187;0,38
19,8;0;1,100498878;0,37
20,8;0;0,535832423;0,5
21,1;0;0,408482116;0,46
21,5;3,99043479;0,142568268;0,33
20,9;0,386171109;0,436515203;0,26
20,2;0,90106592;0,63915437;0,16
19,6;0;0,504595555;0,05
18,9;0;0,494984211;0,01
18,5;0;0,241084543;0
18,1;0;0,18501837;0
17,6;0;0,275827138;0
17,4;0;0,240721866;0
16,9;0;0,272244967;0
17;0;0,260782021;0
16,8;0;0,270812099;0
16,9;0;0,369680008;0,01
17,7;0,299060826;0,6046704;0,03
19,3;0;0,684194588;0,08
19,9;1,794364954;0,260782021;0,18
20,4;0,897182477;0,153316902;0,38
21,8;0;0,125375972;0,62
21,1;0;0,13898822;0,69
22,1;0;0,250035509;0,47
21,1;0,598121651;0,189138609;0,45
21,8;0,598121651;1,121935838;0,64
22,2;0;0,641924975;0,67
22,1;0;0,37182931;0,61
22,6;0,299060826;0,296603727;0,45
20,6;0,598121651;0,669865906;0,28
19,5;1,196243303;0,438457684;0,16
19,2;0;0,552370709;0,06
18,7;0;0,466398614;0,01
17,8;0,299060826;0,432009777;0
16,6;0;0,191287911;0
16,9;0;0,275827138;0
17,4;0;0,240721866;0
17,9;0;0,272244967;0
17,6;0;0,260782021;0
17,7;0;0,270812099;0
17,7;0;0,369680008;0,03
18,1;0,299060826;0,6046704;0,13
18,8;0;0,684194588;0,27
19,7;1,794364954;0,260782021;0,43
21;0,897182477;0,153316902;0,59
22,3;0;0,125375972;0,7
21,8;0;0,13898822;0,68
22,5;0;0,250035509;0,62
22,5;0,598121651;0,189138609;0,67
20,8;0,598121651;1,121935838;0,7
18,7;0;0,641924975;0,6
19,7;0;0,37182931;0,49
19,6;0,299060826;0,296603727;0,39
19;0,598121651;0,669865906;0,26
17,8;1,196243303;0,438457684;0,12
17,8;0;0,552370709;0,04
17,6;0;0,466398614;0
17,5;0,299060826;0,432009777;0
16,9;0;0,191287911;0
16,4;0;0,275827138;0
16,7;0;0,240721866;0
16,3;0;0,272244967;0
16,5;0;0,260782021;0
16,5;0;0,270812099;0
16,7;0;0,369680008;0,03
16,8;0,299060826;0,6046704;0,09
17;0;0,684194588;0,2
16,8;1,794364954;0,260782021;0,38
16,2;0,897182477;0,153316902;0,56
17,7;0;0,125375972;0,64
17,2;0;0,13898822;0,71
15,6;0;0,250035509;0,78
18,3;0,598121651;0,189138609;0,55
19;0,598121651;1,121935838;0,19
19,2;0;0,641924975;0,09
15,8;0;0,37182931;0,1
17,1;0,299060826;0,296603727;0,17
17,4;0,598121651;0,669865906;0,24
16,1;1,196243303;0,438457684;0,16
15,7;0;0,552370709;0,05
15,2;0;0,466398614;0
16,1;0,299060826;0,432009777;0
17,5;0;0,191287911;0
19;0;0,275827138;0
20;0;0,240721866;0
20,7;0;0,272244967;0
20,4;0;0,260782021;0
20,7;0;0,270812099;0
20,4;0;0,369680008;0
21,6;0,299060826;0,6046704;0,03
22,1;0;0,684194588;0,08
23;1,794364954;0,260782021;0,18
24,1;0,897182477;0,153316902;0,29
25,3;0;0,125375972;0,41
26,1;0;0,13898822;0,57
27,5;0;0,250035509;0,68
28,3;0,598121651;0,189138609;0,69
29,1;0,598121651;1,121935838;0,61
28,9;0;0,641924975;0,41
29,2;0;0,37182931;0,29
29,1;0,299060826;0,296603727;0,27
29;0,598121651;0,669865906;0,19
28,1;1,196243303;0,438457684;0,1
26,5;0;0,552370709;0,03
25,4;0;0,466398614;0
24,3;0,299060826;0,432009777;0
23,9;0;0,191287911;0
23,1;0;0,275827138;0
22,7;0;0,240721866;0
22,7;0;0,272244967;0
22,5;0;0,260782021;0
22,1;0;0,270812099;0
21,8;0;0,369680008;0,01
22,2;0,299060826;0,6046704;0,04
22,6;0;0,684194588;0,12
23,4;1,794364954;0,260782021;0,21
24,3;0,897182477;0,153316902;0,21
25,1;0;0,125375972;0,26
25,8;0;0,13898822;0,41
26,9;0;0,250035509;0,37
27,1;0,598121651;0,189138609;0,37
27,8;0,598121651;1,121935838;0,56
28,5;0;0,641924975;0,53
28,8;0;0,37182931;0,35
29,3;0,299060826;0,296603727;0,15
29,6;0,598121651;0,669865906;0,06
28,3;1,196243303;0,438457684;0,05
25,6;0;0,552370709;0,02
23,3;0;0,466398614;0
22,8;0,299060826;0,432009777;0
23,5;0;0,191287911;0
22,9;0;0,275827138;0
23,1;0;0,240721866;0
23,3;0;0,272244967;0
24,1;0;0,260782021;0
24,5;0;0,270812099;0
24,5;0;0,369680008;0
25,3;0,299060826;0,6046704;0,02
26,2;0;0,684194588;0,07
26,1;1,794364954;0,260782021;0,18
26,1;0,897182477;0,153316902;0,28
25,5;0;0,125375972;0,32
25,4;0;0,13898822;0,3
27;0;0,250035509;0,24
27,3;0,598121651;0,189138609;0,35
28,1;0,598121651;1,121935838;0,39
28;0;0,641924975;0,31
28,2;0;0,37182931;0,38
28;0,299060826;0,296603727;0,38
27,2;0,598121651;0,669865906;0,27
26,1;1,196243303;0,438457684;0,15
24,6;0;0,552370709;0,05
23,5;0;0,466398614;0
22,7;0,299060826;0,432009777;0
21,6;0;0,191287911;0
20,1;0;0,583889143;0
19,3;0;0,187421206;0
18,4;0;0,211449566;0
18,6;0;0,212250511;0
17,7;0;0,165795682;0
18,7;0;0,219459019;0,02
19,2;0;0,202639167;0,06
21,3;0,257447406;0,704831887;0,11
21,5;2,574474058;0,790533037;0,21
22,7;0,128723703;0,20904673;0,39
22,8;0;0,347610271;0,53
23,4;0;0,904267273;0,61
24,4;2,445750355;0,429306695;0,7
24,7;0,772342217;0,422098187;0,72
25,5;0;1,100498878;0,63
25,1;0;0,535832423;0,49
25,5;0;0,408482116;0,34
25,1;3,99043479;0,142568268;0,3
24,5;0,386171109;0,436515203;0,28
23,6;0,90106592;0,63915437;0,17
22,9;0;0,504595555;0,05
22,2;0;0,494984211;0
21,3;0;0,241084543;0
20,6;0;0,18501837;0
19,6;0;0,275827138;0
18,9;0;0,240721866;0
18;0;0,272244967;0
17,5;0;0,260782021;0
16,8;0;0,270812099;0
16,5;0;0,369680008;0,03
18,1;0,299060826;0,6046704;0,1
19,3;0;0,684194588;0,23
20;1,794364954;0,260782021;0,41
20,3;0,897182477;0,153316902;0,59
20,8;0;0,125375972;0,74
21,4;0;0,13898822;0,85
21,9;0;0,250035509;0,9
22,8;0,598121651;0,189138609;0,91
23,4;0,598121651;1,121935838;0,87
24,2;0;0,641924975;0,78
24,9;0;0,37182931;0,66
25,4;0,299060826;0,296603727;0,5
25,7;0,598121651;0,669865906;0,32
24,9;1,196243303;0,438457684;0,16
23;0;0,552370709;0,05
21,9;0;0,466398614;0
20,7;0,299060826;0,432009777;0
20,8;0;0,191287911;0
20,5;0;0,275827138;0
19,7;0;0,240721866;0
18,8;0;0,272244967;0
18,5;0;0,260782021;0
17,8;0;0,270812099;0
19;0;0,369680008;0,03
19,8;0,299060826;0,6046704;0,13
22,1;0;0,684194588;0,29
22,9;1,794364954;0,260782021;0,46
24,8;0,897182477;0,153316902;0,61
25,6;0;0,125375972;0,75
26,2;0;0,13898822;0,84
26,8;0;0,250035509;0,9
28,1;0,598121651;0,189138609;0,91
28,7;0,598121651;1,121935838;0,86
28;0;0,641924975;0,75
27,5;0;0,37182931;0,6
27,2;0,299060826;0,296603727;0,38
27,1;0,598121651;0,669865906;0,16
25,5;1,196243303;0,438457684;0,04
24,8;0;0,552370709;0,01
24,1;0;0,466398614;0
24;0,299060826;0,432009777;0
23,9;0;0,191287911;0
23,3;0;0,275827138;0
22,8;0;0,240721866;0
21,2;0;0,272244967;0
21;0;0,260782021;0
20,7;0;0,270812099;0
20,4;0;0,369680008;0,03
20;0,299060826;0,6046704;0,13
19,7;0;0,684194588;0,29
20,2;1,794364954;0,260782021;0,47
19;0,897182477;0,153316902;0,59
19,8;0;0,125375972;0,73
20;0;0,13898822;0,87
21,3;0;0,250035509;0,61
19,9;0,598121651;0,189138609;0,21
21,6;0,598121651;1,121935838;0,11
20,7;0;0,641924975;0,1
21,6;0;0,37182931;0,1
20,9;0,299060826;0,296603727;0,19
20,1;0,598121651;0,669865906;0,2
20;1,196243303;0,438457684;0,12
19,7;0;0,552370709;0,04
18,9;0;0,466398614;0
18,9;0,299060826;0,432009777;0
18,6;0;0,191287911;0
18,2;0;0,275827138;0
17,3;0;0,240721866;0
17,8;0;0,272244967;0
17,1;0;0,260782021;0
